number,Date,date1,total_cost,subtotal,country,total_payed,excise_tax,free_shipping,Margin $,Margin %
#243125,7/15/2021,7/15/2021,66,92.57,US,99.56,0,TRUE,22.5876,24.40%
#243124,7/15/2021,7/15/2021,26,51.03,US,63.02,2.6,FALSE,19.9092,39.01%
#243123,7/15/2021,7/15/2021,50.25,82.81,US,89.8,0,TRUE,28.968,34.98%
#243122,7/15/2021,7/15/2021,51.71,110.5,US,117.49,7.76,TRUE,46.3304,41.93%
#243121,7/15/2021,7/15/2021,45.45,87.73,US,94.72,0,TRUE,38.4912,43.87%
#243120,7/15/2021,7/15/2021,11,24.73,US,36.72,0,FALSE,12.2612,49.58%
#243119,7/15/2021,7/15/2021,51.78,95.02,US,108.9,0,TRUE,38.884,40.92%
#243118,7/15/2021,7/15/2021,17,29.7,US,41.69,0,FALSE,11.0324,37.15%
#243117,7/15/2021,7/15/2021,8.5,14.57,US,26.56,0,FALSE,5.0076,34.37%
#243116,7/15/2021,7/15/2021,42,65.79,US,77.78,0,FALSE,20.6788,31.43%
#243115,7/15/2021,7/15/2021,36.49,59.76,US,71.75,0,FALSE,20.4,34.14%
#243114,7/15/2021,7/15/2021,44.98,95.46,US,102.45,8.1,TRUE,38.282,40.10%
#243113,7/15/2021,7/15/2021,31.25,73.18,US,85.17,12.5,FALSE,26.0232,35.56%
#243112,7/15/2021,7/15/2021,23.7,47.32,US,59.31,4.5,FALSE,16.7476,35.39%
#243111,7/15/2021,7/15/2021,47.6,107.32,US,114.31,21.6,TRUE,33.5476,31.26%
#243110,7/15/2021,7/15/2021,21,46.12,US,58.11,0,FALSE,22.7956,49.43%
#243109,7/15/2021,7/15/2021,54.18,95.25,US,109.15,0,TRUE,36.704,38.53%
#243108,7/15/2021,7/15/2021,56.5,115.39,US,122.38,23.76,TRUE,30.2348,26.20%
#243107,7/15/2021,7/15/2021,44,114.65,US,121.64,13.23,TRUE,52.5544,45.84%
#243104,7/15/2021,7/15/2021,17,36.42,US,48.41,2.55,FALSE,14.9336,41.00%
#243103,7/15/2021,7/15/2021,39.49,89.29,US,96.28,13,TRUE,32.9488,36.90%
#243102,7/15/2021,7/15/2021,45,71.65,US,83.64,0,FALSE,23.3044,32.53%
#243101,7/15/2021,7/15/2021,6.5,12.87,US,24.86,0,FALSE,5.3756,41.77%
#243100,7/15/2021,7/15/2021,92,138.6,US,159.79,0,TRUE,40.2084,29.01%
#243099,7/15/2021,7/15/2021,26.77,62.5,US,74.49,5.94,FALSE,26.8104,42.90%
#243097,7/15/2021,7/15/2021,22,34.5,US,46.49,0,FALSE,10.6404,30.84%
#243093,7/15/2021,7/15/2021,6.25,11.95,US,23.94,0,FALSE,4.7424,39.69%
#243092,7/15/2021,7/15/2021,125.59,234.47,US,241.46,28.13,TRUE,71.0916,30.32%
#243091,7/15/2021,7/15/2021,75.79,147.2,KR,190.59,0,TRUE,63.7864,43.33%
#243090,7/15/2021,7/15/2021,55.55,106.53,US,121.24,0,TRUE,46.1304,43.30%
#243086,7/15/2021,7/15/2021,23.44,39.36,US,51.35,0,FALSE,13.866,35.23%
#243085,7/15/2021,7/15/2021,18.5,45.12,US,61.39,0,FALSE,24.1644,53.56%
#243084,7/15/2021,7/15/2021,16.4,32.89,US,48,0,FALSE,14.57,44.30%
#243083,7/15/2021,7/15/2021,28.75,47.19,US,62.61,0,FALSE,15.9356,33.77%
#243081,7/15/2021,7/15/2021,13,24.8,US,38.59,0,FALSE,10.2564,41.36%
#243079,7/15/2021,7/15/2021,12.5,22.94,US,37.11,0,FALSE,8.9556,39.04%
#243078,7/14/2021,7/14/2021,5.75,13.78,US,25.77,0,FALSE,6.9992,50.79%
#243075,7/14/2021,7/14/2021,28,40.57,US,56.41,0,FALSE,10.3136,25.42%
#243074,7/14/2021,7/14/2021,38.23,78.27,US,90.94,0,TRUE,36.4024,46.51%
#243072,7/14/2021,7/14/2021,27.5,66.47,US,82.91,4.13,FALSE,31.5236,47.43%
#243070,7/14/2021,7/14/2021,33,71.87,US,83.86,0,FALSE,35.5156,49.42%
#243068,7/14/2021,7/14/2021,42,92.48,US,99.47,6,TRUE,40.5012,43.79%
#243067,7/14/2021,7/14/2021,29.05,51.82,US,63.81,0,FALSE,20.2176,39.02%
#243065,7/14/2021,7/14/2021,45.95,88.86,US,95.85,0,TRUE,39.076,43.97%
#243064,7/14/2021,7/14/2021,38.09,84.32,US,96.31,12.5,TRUE,29.8776,35.43%
#243062,7/14/2021,7/14/2021,43.2,82.89,US,89.88,7.5,TRUE,28.5948,34.50%
#243061,7/14/2021,7/14/2021,21.2,42.51,US,54.5,1.75,FALSE,17.38,40.88%
#243060,7/14/2021,7/14/2021,48,96.86,US,103.85,0,TRUE,44.706,46.16%
#243059,7/14/2021,7/14/2021,46,82.19,US,89.18,8.1,TRUE,24.5228,29.84%
#243058,7/14/2021,7/14/2021,6.25,10.76,US,22.75,0,FALSE,3.6,33.46%
#243057,7/14/2021,7/14/2021,12.5,25.94,US,37.93,3,FALSE,8.9228,34.40%
#243056,7/14/2021,7/14/2021,40.5,83.75,US,90.74,0,TRUE,39.6204,47.31%
#243055,7/14/2021,7/14/2021,53,65.03,US,77.02,0,FALSE,8.9492,13.76%
#243054,7/14/2021,7/14/2021,12.25,22.73,US,34.72,0,FALSE,9.0912,40.00%
#243053,7/14/2021,7/14/2021,28,44.7,US,56.69,0.37,FALSE,14.0624,31.46%
#243052,7/14/2021,7/14/2021,31.05,65.8,US,77.79,4.5,FALSE,27.1384,41.24%
#243051,7/14/2021,7/14/2021,25,53.8,US,65.79,6,FALSE,20.1684,37.49%
#243050,7/14/2021,7/14/2021,34.95,58.78,US,70.77,0,FALSE,20.9992,35.73%
#243049,7/14/2021,7/14/2021,25,54.01,US,66,8.13,FALSE,18.24,33.77%
#243048,7/14/2021,7/14/2021,39.8,76.26,US,88.25,0,TRUE,32.93,43.18%
#243047,7/14/2021,7/14/2021,43.75,96.28,US,103.27,18.9,TRUE,29.4992,30.64%
#243046,7/14/2021,7/14/2021,20.85,39.97,US,51.96,3.96,FALSE,13.0816,32.73%
#243045,7/14/2021,7/14/2021,12.5,22.94,US,34.93,0,FALSE,9.0428,39.42%
#243044,7/14/2021,7/14/2021,44.35,80.02,US,87.01,0,TRUE,32.1896,40.23%
#243043,7/14/2021,7/14/2021,22,48.43,US,60.42,0,FALSE,24.0132,49.58%
#243042,7/14/2021,7/14/2021,12.03,33.4,US,47.81,0,FALSE,19.4576,58.26%
#243041,7/14/2021,7/14/2021,135.88,250.78,US,257.77,32.4,TRUE,72.1892,28.79%
#243040,7/14/2021,7/14/2021,25.5,49.19,US,61.18,10.2,FALSE,11.0428,22.45%
#243039,7/14/2021,7/14/2021,51,88.59,US,95.58,0,TRUE,33.7668,38.12%
#243037,7/14/2021,7/14/2021,62.95,117.12,US,124.11,0,TRUE,49.2056,42.01%
#243036,7/14/2021,7/14/2021,7.65,11.91,US,23.9,0,FALSE,3.304,27.74%
#243035,7/14/2021,7/14/2021,12.75,24.85,US,36.84,0.5,FALSE,10.1264,40.75%
#243034,7/14/2021,7/14/2021,43.65,76.95,US,83.94,0,TRUE,29.9424,38.91%
#243033,7/14/2021,7/14/2021,14,21.33,US,33.32,0,FALSE,5.9972,28.12%
#243032,7/14/2021,7/14/2021,45.68,86.61,US,98.6,7.5,TRUE,29.486,34.04%
#243031,7/14/2021,7/14/2021,74,96.21,US,103.2,0,TRUE,18.082,18.79%
#243030,7/14/2021,7/14/2021,37.5,68.77,US,80.76,0,FALSE,28.0396,40.77%
#243029,7/14/2021,7/14/2021,21.75,43.38,US,55.37,4.65,FALSE,14.7652,34.04%
#243027,7/14/2021,7/14/2021,7.5,14.57,US,26.56,3,FALSE,3.0076,20.64%
#243026,7/14/2021,7/14/2021,27,91.51,US,103.5,45.05,TRUE,15.32,16.74%
#243025,7/14/2021,7/14/2021,31.25,47.49,US,62.92,0,FALSE,13.7232,28.90%
#243024,7/14/2021,7/14/2021,31.95,49.3,US,65.98,0,FALSE,14.7108,29.84%
#243023,7/14/2021,7/14/2021,15.44,31.15,US,43.14,4.63,FALSE,9.3544,30.03%
#243022,7/14/2021,7/14/2021,48.55,81.86,US,88.85,0,TRUE,29.756,36.35%
#243021,7/14/2021,7/14/2021,20.75,41.98,US,53.97,0,FALSE,19.0712,45.43%
#243020,7/14/2021,7/14/2021,6.5,11.11,US,23.1,0,FALSE,3.686,33.18%
#243019,7/14/2021,7/14/2021,14,26.48,US,38.47,0,FALSE,10.9412,41.32%
#243018,7/14/2021,7/14/2021,13,24.02,US,38.29,0,FALSE,9.4884,39.50%
#243017,7/14/2021,7/14/2021,25,41.38,US,53.37,3.75,FALSE,10.4952,25.36%
#243016,7/14/2021,7/14/2021,7,10.31,US,22.3,0,FALSE,2.418,23.45%
#243015,7/14/2021,7/14/2021,19.25,39.65,US,51.64,4.25,FALSE,14.0844,35.52%
#243014,7/14/2021,7/14/2021,66,86.4,US,101.59,0,TRUE,16.3364,18.91%
#243013,7/14/2021,7/14/2021,52.84,81.14,US,88.13,0,TRUE,24.7748,30.53%
#243012,7/14/2021,7/14/2021,60,126.86,US,133.85,0,TRUE,61.506,48.48%
#243011,7/14/2021,7/14/2021,51.15,130.05,US,137.04,54,TRUE,19.4184,14.93%
#243010,7/14/2021,7/14/2021,53,80.98,US,87.97,0,TRUE,24.4612,30.21%
#243009,7/14/2021,7/14/2021,6.5,11,US,24.04,0,FALSE,3.5384,32.17%
#243008,7/14/2021,7/14/2021,52.86,111.58,US,118.57,17.59,TRUE,36.3872,32.61%
#243007,7/14/2021,7/14/2021,25,39.72,US,55.49,0,FALSE,12.5004,31.47%
#243006,7/14/2021,7/14/2021,31.54,43.25,US,59.35,0,FALSE,9.336,21.59%
#243005,7/14/2021,7/14/2021,55,117.72,US,124.71,0,TRUE,57.7316,49.04%
#243004,7/14/2021,7/14/2021,16.5,39.27,US,51.26,0,FALSE,20.7196,52.76%
#243003,7/14/2021,7/14/2021,43.75,65.78,US,82.54,0,FALSE,18.7284,28.47%
#243002,7/14/2021,7/14/2021,49,64.91,US,76.9,0,FALSE,12.834,19.77%
#243001,7/14/2021,7/14/2021,42.35,73.36,US,85.35,0,FALSE,27.596,37.62%
#243000,7/14/2021,7/14/2021,24,40.11,US,52.1,0,FALSE,14.026,34.97%
#242999,7/14/2021,7/14/2021,22.5,57.59,US,69.58,6,FALSE,26.3068,45.68%
#242998,7/14/2021,7/14/2021,38.5,76.54,US,83.53,0,TRUE,34.6988,45.33%
#242997,7/14/2021,7/14/2021,8,15.88,US,27.87,0,FALSE,6.7652,42.60%
#242996,7/14/2021,7/14/2021,42,83.27,AU,129.6,0,TRUE,36.086,43.34%
#242995,7/14/2021,7/14/2021,28.5,48.4,US,60.39,4.28,FALSE,13.2044,27.28%
#242994,7/14/2021,7/14/2021,38.48,80.18,US,87.17,0,TRUE,38.2132,47.66%
#242993,7/14/2021,7/14/2021,18.75,44.92,US,56.91,9,FALSE,14.8936,33.16%
#242992,7/14/2021,7/14/2021,38.5,91.92,US,98.91,13.86,TRUE,35.6036,38.73%
#242991,7/14/2021,7/14/2021,26.15,44.42,US,59.63,0,FALSE,15.8848,35.76%
#242990,7/14/2021,7/14/2021,49.25,66.57,US,78.56,0,FALSE,14.1776,21.30%
#242989,7/14/2021,7/14/2021,9,17.97,US,29.96,0,FALSE,7.7716,43.25%
#242988,7/14/2021,7/14/2021,36,50.99,US,62.98,0,FALSE,12.4708,24.46%
#242987,7/14/2021,7/14/2021,61.95,85.49,US,97.48,0,TRUE,19.6408,22.97%
#242986,7/14/2021,7/14/2021,6.25,13.45,US,25.44,1.5,FALSE,4.6824,34.81%
#242984,7/14/2021,7/14/2021,29.1,40.37,US,52.36,0,FALSE,9.1756,22.73%
#242983,7/14/2021,7/14/2021,32.5,49.12,US,61.11,0,FALSE,14.1756,28.86%
#242982,7/14/2021,7/14/2021,56.49,79.59,US,86.58,0,TRUE,19.6368,24.67%
#242980,7/14/2021,7/14/2021,24.15,37.12,US,49.11,0,FALSE,11.0056,29.65%
#242979,7/14/2021,7/14/2021,42.5,70.95,US,82.94,0,FALSE,25.1324,35.42%
#242978,7/14/2021,7/14/2021,10.98,17.84,US,29.83,0,FALSE,5.6668,31.76%
#242977,7/14/2021,7/14/2021,56,107.09,US,114.08,0,TRUE,46.5268,43.45%
#242976,7/14/2021,7/14/2021,16,30.72,US,42.71,0,FALSE,13.0116,42.36%
#242975,7/14/2021,7/14/2021,15.3,35.88,US,47.87,8,FALSE,10.6652,29.72%
#242974,7/14/2021,7/14/2021,52.5,77.99,US,84.98,0,TRUE,22.0908,28.33%
#242973,7/14/2021,7/14/2021,18.25,38.49,US,50.48,0,FALSE,18.2208,47.34%
#242972,7/14/2021,7/14/2021,6.25,11.95,US,23.94,0,FALSE,4.7424,39.69%
#242971,7/14/2021,7/14/2021,13,26.22,US,38.21,0,FALSE,11.6916,44.59%
#242970,7/14/2021,7/14/2021,47.6,83.53,US,90.52,0,TRUE,32.3092,38.68%
#242969,7/14/2021,7/14/2021,49.75,88.13,US,105.68,7.46,TRUE,26.6928,30.29%
#242968,7/14/2021,7/14/2021,8,20.11,US,33.95,1.2,FALSE,9.552,47.50%
#242967,7/14/2021,7/14/2021,35,54.9,US,66.89,6.92,FALSE,10.3044,18.77%
#242966,7/14/2021,7/14/2021,31.73,60.12,US,72.11,0,FALSE,25.5056,42.42%
#242965,7/14/2021,7/14/2021,12,22.77,US,34.76,4.8,FALSE,4.5796,20.11%
#242964,7/14/2021,7/14/2021,24.75,49.22,US,61.21,18,FALSE,4.0216,8.17%
#242963,7/14/2021,7/14/2021,52,116.48,US,123.47,20.8,TRUE,38.7412,33.26%
#242962,7/14/2021,7/14/2021,18.42,39.76,US,51.75,6,FALSE,13.27,33.38%
#242961,7/14/2021,7/14/2021,25,46.7,US,58.69,10,FALSE,9.3524,20.03%
#242960,7/14/2021,7/14/2021,94,133.8,US,140.79,0,TRUE,34.1684,25.54%
#242959,7/14/2021,7/14/2021,43.83,70.54,US,87.64,0,FALSE,23.2044,32.90%
#242958,7/14/2021,7/14/2021,43.75,78.99,US,85.98,0,TRUE,31.8008,40.26%
#242956,7/14/2021,7/14/2021,25.9,43.01,US,58.12,0,FALSE,14.7852,34.38%
#242955,7/14/2021,7/14/2021,30.5,60.59,US,72.58,9.15,FALSE,18.0368,29.77%
#242954,7/14/2021,7/14/2021,46.5,84.71,US,91.7,0,TRUE,34.542,40.78%
#242953,7/14/2021,7/14/2021,34.46,51.58,US,67.3,0,FALSE,14.428,27.97%
#242952,7/14/2021,7/14/2021,49,102.63,US,109.62,31.85,TRUE,17.3952,16.95%
#242950,7/14/2021,7/14/2021,16.5,34.88,US,49.39,0,FALSE,16.4044,47.03%
#242947,7/14/2021,7/14/2021,19.5,37.38,US,49.37,0,FALSE,15.9052,42.55%
#242946,7/14/2021,7/14/2021,51.25,82.8,US,89.79,0,TRUE,27.9584,33.77%
#242945,7/14/2021,7/14/2021,27.5,60.21,US,72.2,0,FALSE,29.822,49.53%
#242943,7/14/2021,7/14/2021,14,26.48,US,40.99,0,FALSE,10.8404,40.94%
#242942,7/13/2021,7/13/2021,13,24.71,US,36.7,0,FALSE,10.242,41.45%
#242941,7/13/2021,7/13/2021,56.96,105.77,AU,152.1,0,TRUE,42.726,40.40%
#242940,7/13/2021,7/13/2021,52.8,76.14,US,88.13,0,TRUE,19.8148,26.02%
#242938,7/13/2021,7/13/2021,49.5,93.95,US,100.94,32.4,TRUE,8.0124,8.53%
#242936,7/13/2021,7/13/2021,244.5,406.98,NO,471.69,0,TRUE,143.6124,35.29%
#242934,7/13/2021,7/13/2021,9.7,16.34,US,28.33,0,FALSE,5.5068,33.70%
#242931,7/13/2021,7/13/2021,30.75,57.77,US,69.76,0,FALSE,24.2296,41.94%
#242928,7/13/2021,7/13/2021,29.88,57.54,US,74.99,0,FALSE,24.6604,42.86%
#242927,7/13/2021,7/13/2021,51,79.36,US,92.09,0,TRUE,24.6764,31.09%
#242926,7/13/2021,7/13/2021,66,110.4,US,117.39,24,TRUE,15.7044,14.22%
#242925,7/13/2021,7/13/2021,85.48,137.36,US,144.35,0,TRUE,46.106,33.57%
#242924,7/13/2021,7/13/2021,65.52,109.46,US,116.45,0,TRUE,39.282,35.89%
#242923,7/13/2021,7/13/2021,40.5,91.64,US,98.63,11.78,TRUE,35.4148,38.65%
#242921,7/13/2021,7/13/2021,19.65,43.96,US,55.95,9,FALSE,13.072,29.74%
#242920,7/13/2021,7/13/2021,46.65,70.2,US,82.19,0,FALSE,20.2624,28.86%
#242919,7/13/2021,7/13/2021,22.4,51.96,US,63.95,3.69,FALSE,23.312,44.87%
#242918,7/13/2021,7/13/2021,10.26,23.67,US,37.38,0,FALSE,11.9148,50.34%
#242917,7/13/2021,7/13/2021,50,95.45,US,113.44,7.5,TRUE,33.4124,35.01%
#242916,7/13/2021,7/13/2021,26,40.72,US,55.66,0,FALSE,12.4936,30.68%
#242915,7/13/2021,7/13/2021,25.8,47.94,US,59.93,0,FALSE,19.7428,41.18%
#242914,7/13/2021,7/13/2021,7.5,14.5,US,26.49,0,FALSE,5.9404,40.97%
#242913,7/13/2021,7/13/2021,45.5,70.84,US,82.83,0,FALSE,22.0268,31.09%
#242912,7/13/2021,7/13/2021,32.7,45.73,US,57.72,5.4,FALSE,5.3212,11.64%
#242911,7/13/2021,7/13/2021,6.99,15.51,US,27.5,0,FALSE,7.42,47.84%
#242910,7/13/2021,7/13/2021,42.59,86.43,US,98.64,6.39,TRUE,33.5044,38.76%
#242909,7/13/2021,7/13/2021,66.44,89.04,US,96.03,0,TRUE,18.7588,21.07%
#242908,7/13/2021,7/13/2021,33,44.75,US,59.98,0,FALSE,9.3508,20.90%
#242907,7/13/2021,7/13/2021,44.65,82.58,US,89.57,11.2,TRUE,23.1472,28.03%
#242906,7/13/2021,7/13/2021,45.55,87.29,US,94.28,22.03,TRUE,15.9388,18.26%
#242905,7/13/2021,7/13/2021,65,97.35,US,104.34,0,TRUE,28.1764,28.94%
#242904,7/13/2021,7/13/2021,52.77,115.99,US,127.98,31.2,TRUE,26.9008,23.19%
#242903,7/13/2021,7/13/2021,41.5,76.57,US,83.56,0,TRUE,31.7276,41.44%
#242902,7/13/2021,7/13/2021,10,22.88,US,34.87,6,FALSE,5.4852,23.97%
#242901,7/13/2021,7/13/2021,58.5,96.72,US,103.71,12,TRUE,22.0716,22.82%
#242900,7/13/2021,7/13/2021,40,82.33,US,89.32,16,TRUE,22.7572,27.64%
#242899,7/13/2021,7/13/2021,59,78.87,US,85.86,0,TRUE,16.4356,20.84%
#242898,7/13/2021,7/13/2021,43,82.98,US,94.97,20,TRUE,16.1812,19.50%
#242897,7/13/2021,7/13/2021,17.34,36.68,US,48.67,2.08,FALSE,15.3132,41.75%
#242896,7/13/2021,7/13/2021,17.25,33.7,US,45.69,0,FALSE,14.6224,43.39%
#242895,7/13/2021,7/13/2021,83.53,137.82,US,144.81,0,TRUE,48.4976,35.19%
#242894,7/13/2021,7/13/2021,56,88.81,US,101.12,8.4,TRUE,20.3652,22.93%
#242893,7/13/2021,7/13/2021,13.5,25.85,US,37.84,3,FALSE,7.8364,30.31%
#242892,7/13/2021,7/13/2021,51.05,86.7,US,93.69,0,TRUE,31.9024,36.80%
#242891,7/13/2021,7/13/2021,52.67,93.47,US,100.46,7.9,TRUE,28.8816,30.90%
#242890,7/13/2021,7/13/2021,14.88,27.69,US,39.68,0,FALSE,11.2228,40.53%
#242889,7/13/2021,7/13/2021,48,136.2,US,143.19,78.06,TRUE,4.4124,3.24%
#242888,7/13/2021,7/13/2021,0,42.48,US,54.47,0,FALSE,40.3012,94.87%
#242887,7/13/2021,7/13/2021,19,35.76,US,47.75,0,FALSE,14.85,41.53%
#242886,7/13/2021,7/13/2021,28,55.7,US,67.69,11.2,FALSE,13.7924,24.76%
#242885,7/13/2021,7/13/2021,52.4,99.51,US,106.5,13.2,TRUE,29.65,29.80%
#242884,7/13/2021,7/13/2021,7,13.79,US,25.78,0,FALSE,5.7588,41.76%
#242883,7/13/2021,7/13/2021,56,77.07,US,84.06,0,TRUE,17.7076,22.98%
#242882,7/13/2021,7/13/2021,75,94.42,US,106.41,0,TRUE,15.1636,16.06%
#242881,7/13/2021,7/13/2021,49.5,66.41,US,78.4,0,FALSE,13.774,20.74%
#242880,7/13/2021,7/13/2021,16.5,30.34,US,42.33,2.48,FALSE,9.6668,31.86%
#242879,7/13/2021,7/13/2021,68.5,112.39,AU,169.55,0,TRUE,37.108,33.02%
#242878,7/13/2021,7/13/2021,18.68,44.78,US,56.77,0,FALSE,23.8292,53.21%
#242877,7/13/2021,7/13/2021,24,36.96,US,48.95,0,FALSE,11.002,29.77%
#242876,7/13/2021,7/13/2021,43.75,76.45,US,83.44,0,TRUE,29.3624,38.41%
#242875,7/13/2021,7/13/2021,121.39,208.23,US,220.22,0,TRUE,78.0312,37.47%
#242874,7/13/2021,7/13/2021,20.4,41.52,US,56.52,0,FALSE,18.8592,45.42%
#242873,7/13/2021,7/13/2021,122.41,222.32,JP,267.89,0,TRUE,89.1944,40.12%
#242872,7/13/2021,7/13/2021,55,117.72,US,135.89,0,TRUE,57.2844,48.66%
#242871,7/13/2021,7/13/2021,26,49.92,US,61.91,0,FALSE,21.4436,42.96%
#242870,7/13/2021,7/13/2021,36.25,58.86,US,70.85,7.5,FALSE,12.276,20.86%
#242869,7/13/2021,7/13/2021,36.19,74.64,US,86.63,4.78,FALSE,30.2048,40.47%
#242868,7/13/2021,7/13/2021,63,102.12,US,109.11,20.65,TRUE,14.1056,13.81%
#242867,7/13/2021,7/13/2021,16,30.49,US,42.48,0,FALSE,12.7908,41.95%
#242866,7/13/2021,7/13/2021,46,78.43,US,90.42,0,TRUE,28.8132,36.74%
#242865,7/13/2021,7/13/2021,51,84.92,US,91.91,0,TRUE,30.2436,35.61%
#242864,7/13/2021,7/13/2021,25,44.93,US,60.18,0,FALSE,17.5228,39.00%
#242863,7/13/2021,7/13/2021,33,71.87,US,89.07,0,FALSE,35.3072,49.13%
#242862,7/13/2021,7/13/2021,106.6,218.9,US,241.76,0,TRUE,102.6296,46.88%
#242861,7/13/2021,7/13/2021,35.58,56.84,US,68.83,3.75,FALSE,14.7568,25.96%
#242860,7/13/2021,7/13/2021,61.63,100.15,US,107.14,0,TRUE,34.2344,34.18%
#242859,7/13/2021,7/13/2021,33,58.82,US,70.81,13.2,FALSE,9.7876,16.64%
#242858,7/13/2021,7/13/2021,28.19,52.5,US,64.49,2.82,FALSE,18.9104,36.02%
#242857,7/13/2021,7/13/2021,18.35,41.46,US,53.45,0,FALSE,20.972,50.58%
#242856,7/13/2021,7/13/2021,31.25,68.37,US,80.36,12.5,FALSE,21.4056,31.31%
#242855,7/13/2021,7/13/2021,31.55,52.47,US,69.45,0,FALSE,18.142,34.58%
#242854,7/13/2021,7/13/2021,43.05,88.57,US,108.98,0,TRUE,41.1608,46.47%
#242853,7/13/2021,7/13/2021,35.5,75.13,US,86.72,5.33,TRUE,30.8312,41.04%
#242852,7/13/2021,7/13/2021,15.5,30.17,US,42.16,0,FALSE,12.9836,43.03%
#242851,7/13/2021,7/13/2021,33.65,57.93,US,69.92,0,FALSE,21.4832,37.08%
#242849,7/13/2021,7/13/2021,6.5,13.93,US,25.92,2.6,FALSE,3.7932,27.23%
#242848,7/13/2021,7/13/2021,34.5,65.36,US,77.35,0,FALSE,27.766,42.48%
#242847,7/13/2021,7/13/2021,82.5,161.23,US,173.22,18,TRUE,53.8012,33.37%
#242846,7/13/2021,7/13/2021,56,105.37,US,112.36,0,TRUE,44.8756,42.59%
#242845,7/13/2021,7/13/2021,41.14,80.53,US,93.36,0,TRUE,35.6556,44.28%
#242844,7/13/2021,7/13/2021,50,75.81,US,82.8,0,TRUE,22.498,29.68%
#242843,7/13/2021,7/13/2021,60.14,96.45,US,103.44,7.92,TRUE,24.2524,25.15%
#242842,7/13/2021,7/13/2021,6.5,12.4,US,25.29,0,FALSE,4.8884,39.42%
#242841,7/13/2021,7/13/2021,10.5,25.26,US,37.25,0,FALSE,13.27,52.53%
#242839,7/13/2021,7/13/2021,0,75,undefined,75,0,TRUE,72,96.00%
#242838,7/13/2021,7/13/2021,20,43.75,US,55.74,8,FALSE,13.5204,30.90%
#242837,7/13/2021,7/13/2021,23.25,39.09,US,51.08,3.49,FALSE,10.3068,26.37%
#242836,7/13/2021,7/13/2021,39,94.18,US,101.17,15.86,TRUE,35.2732,37.45%
#242835,7/13/2021,7/13/2021,81.5,155.16,US,162.15,0,TRUE,67.174,43.29%
#242833,7/13/2021,7/13/2021,42.1,60.69,US,72.68,0,FALSE,15.6828,25.84%
#242832,7/13/2021,7/13/2021,6.25,12.98,US,24.97,0,FALSE,5.7312,44.15%
#242830,7/13/2021,7/13/2021,25,42.44,US,54.43,0,FALSE,15.2628,35.96%
#242829,7/13/2021,7/13/2021,65.3,96.51,US,103.5,0,TRUE,27.07,28.05%
#242827,7/13/2021,7/13/2021,26,50.85,US,62.84,10.4,FALSE,11.9364,23.47%
#242826,7/13/2021,7/13/2021,18,41.29,US,53.28,4.5,FALSE,16.6588,40.35%
#242823,7/13/2021,7/13/2021,20.96,35.52,US,50.09,0,FALSE,12.5564,35.35%
#242822,7/13/2021,7/13/2021,56.25,106.78,US,118.77,27,TRUE,18.7792,17.59%
#242821,7/13/2021,7/13/2021,45,122.17,US,129.16,13.5,TRUE,58.5036,47.89%
#242820,7/13/2021,7/13/2021,25.85,47.18,US,59.17,0,FALSE,18.9632,40.19%
#242817,7/13/2021,7/13/2021,31.25,55.91,US,67.9,9.9,FALSE,12.044,21.54%
#242816,7/13/2021,7/13/2021,6.25,11.95,US,23.94,0,FALSE,4.7424,39.69%
#242815,7/13/2021,7/13/2021,16.55,29,US,40.99,0,FALSE,10.8104,37.28%
#242814,7/13/2021,7/13/2021,45.9,77.56,US,84.55,0,TRUE,28.278,36.46%
#242813,7/13/2021,7/13/2021,26.03,59.86,US,71.85,10.54,FALSE,20.416,34.11%
#242812,7/13/2021,7/13/2021,17.25,39.71,US,51.7,6.91,FALSE,13.482,33.95%
#242811,7/12/2021,7/12/2021,11,16.54,US,28.53,0,FALSE,4.3988,26.59%
#242810,7/12/2021,7/12/2021,10.15,25.04,US,37.03,3,FALSE,10.4088,41.57%
#242809,7/12/2021,7/12/2021,18.75,31.81,US,46.83,0,FALSE,11.1868,35.17%
#242808,7/12/2021,7/12/2021,6.25,11.95,US,23.94,0,FALSE,4.7424,39.69%
#242807,7/12/2021,7/12/2021,23.36,42.14,US,54.13,0,FALSE,16.6148,39.43%
#242806,7/12/2021,7/12/2021,49,88.46,US,100.45,15.75,TRUE,19.692,22.26%
#242805,7/12/2021,7/12/2021,13,30.94,US,42.93,5.2,FALSE,11.0228,35.63%
#242804,7/12/2021,7/12/2021,34.27,56.44,US,68.43,4.5,FALSE,14.9328,26.46%
#242803,7/12/2021,7/12/2021,51.7,83.69,US,90.68,9,TRUE,19.3628,23.14%
#242802,7/12/2021,7/12/2021,12.5,28.9,US,40.89,5,FALSE,9.7644,33.79%
#242800,7/12/2021,7/12/2021,15.09,25.22,US,39.59,0,FALSE,8.5464,33.89%
#242799,7/12/2021,7/12/2021,65.5,136.41,US,143.4,26.2,TRUE,38.974,28.57%
#242798,7/12/2021,7/12/2021,6.25,11.95,US,23.94,0,FALSE,4.7424,39.69%
#242797,7/12/2021,7/12/2021,41.52,65.77,US,77.76,0,FALSE,21.1396,32.14%
#242795,7/12/2021,7/12/2021,26,48.88,US,60.87,0,FALSE,20.4452,41.83%
#242794,7/12/2021,7/12/2021,13.19,26.27,US,38.26,1.98,FALSE,9.5696,36.43%
